CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
-0.4210396539997596,0.28823830230058495,-1.2887194472669756,-0.2735913382125347,-0.14421743255530314,0.4136718893017581,-0.1242338460384638,0.14021360349292905,-0.9828428567665056,-0.6666082090210984,-1.4590003802772022,0.4410519326070325,-1.0772104657740456,0.1596856587150597
-0.4186079401039282,-0.4879935841459687,-0.5934784580311162,-0.2735913382125347,-0.7402622069004932,0.19427445318162764,0.3669839618077995,0.5571598750882428,-0.8678825041257632,-0.9873294849630003,-0.30309414801650153,0.4410519326070325,-0.4918038518937896,-0.1015242873296184
-0.4186102571252677,-0.4879935841459687,-0.5934784580311162,-0.2735913382125347,-0.7402622069004932,1.282713681725651,-0.2712406352479295,0.5571598750882428,-0.8678825041257632,-0.9873294849630003,-0.30309414801650153,0.39642699409025545,-1.2108970723092,1.3242466681642504
-0.41802173370502843,-0.4879935841459687,-1.3077071213427451,-0.2735913382125347,-0.8352838375932041,1.0163025092940647,-0.8198269462003258,1.0777366189304816,-0.7529221514850207,-1.1061151427192604,0.11303209559735014,0.41616283913453045,-1.3642848629653248,1.1827579473900494
-0.4137723165683397,-0.4879935841459687,-1.3077071213427451,-0.2735913382125347,-0.8352838375932041,1.2285766520336716,-0.5186423048931277,1.0777366189304816,-0.7529221514850207,-1.1061151427192604,0.11303209559735014,0.4410519326070325,-1.0619983371777821,1.4875028844421743
-0.4183136783938085,-0.4879935841459687,-1.3077071213427451,-0.2735913382125347,-0.8352838375932041,0.20709638126656957,-0.35729338990712883,1.0777366189304816,-0.7529221514850207,-1.1061151427192604,0.11303209559735014,0.410571016371986,-1.044844234718166,0.6712218030525545
-0.41154334203971665,0.05105633699747131,-0.4766312329494592,-0.19377743383920368,-0.26515405343693593,-0.3884109453452136,-0.07403640582059778,0.839243922020929,-0.5230014462035358,-0.5775189657039035,-1.505236629567631,0.42679826674172333,-0.028826025050991265,0.039964433444582
-0.405025561011633,0.05105633699747131,-0.4766312329494592,-0.2735913382125347,-0.26515405343693593,-0.16046555716845437,0.9836953701987282,1.024637886132401,-0.5230014462035358,-0.5775189657039035,-1.505236629567631,0.4410519326070325,0.9168308127555757,0.4970818390227692
-0.3972994533549871,0.05105633699747131,-0.4766312329494592,-0.2735913382125347,-0.26515405343693593,-0.9312059009411201,1.1235310965199274,1.0871964647915542,-0.5230014462035358,-0.5775189657039035,-1.505236629567631,0.3284479722710865,2.433821990070277,-0.6565954226745598
-0.40207251731440846,0.05105633699747131,-0.4766312329494592,-0.07405657727920725,-0.26515405343693593,-0.39980821475405154,0.6179711628971312,1.3296347255527103,-0.5230014462035358,-0.5775189657039035,-1.505236629567631,0.32932512093972083,0.6283491881270846,-0.3953854766298817
-0.3957180862907614,0.05105633699747131,-0.4766312329494592,-0.2735913382125347,-0.26515405343693593,0.13158947143301822,0.9191558042043287,1.2129791389041071,-0.5230014462035358,-0.5775189657039035,-1.505236629567631,0.393028042999297,1.0997703795931557,-0.8198516389524837
-0.40816280790534976,0.05105633699747131,-0.4766312329494592,-0.2735913382125347,-0.26515405343693593,-0.39268492137352673,0.5104052195731319,1.1559348422544233,-0.5230014462035358,-0.5775189657039035,-1.505236629567631,0.4410519326070325,0.0893810796748296,-0.3953854766298817
-0.41090731968201705,0.05105633699747131,-0.4766312329494592,-0.2735913382125347,-0.26515405343693593,-0.5636439625060962,-1.0636430844013907,0.7871434644142177,-0.5230014462035358,-0.5775189657039035,-1.505236629567631,0.3708800391162776,0.43274457435459524,-0.09064053957775704
-0.34881346480408826,-0.4879935841459687,-0.43719529448439987,-0.2735913382125347,-0.14421743255530314,-0.47816444193981206,-0.2461419151389965,0.4337540466694266,-0.6379617988442783,-0.6012760972551554,1.1764658292771952,0.4410519326070325,-0.6156398663684592,-0.23212926035195783
-0.34786348605488304,-0.4879935841459687,-0.43719529448439987,-0.2735913382125347,-0.14421743255530314,-0.26873961655241435,0.5677737226792646,0.317003386193074,-0.6379617988442783,-0.6012760972551554,1.1764658292771952,0.25597356352516587,-0.33419437892602855,-0.47157171089291283
